web-scraper-order,web-scraper-start-url,enkelt-link,enkelt-link-href,afdeling,rent
"1605905482-1840","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8462+Harlev=17&omr-data-carrier=8462+Harlev&BoligOmraader=17&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4622&selskab=214&afdeling=10&antalrum=4","Afd. 10 Rødlundparken","8.294 Kr."
"1605905484-1841","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8462+Harlev=17&omr-data-carrier=8462+Harlev&BoligOmraader=17&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4741&selskab=214&afdeling=10&antalrum=3","Afd. 10 Rødlundparken","6.427 Kr."
"1605905494-1845","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8462+Harlev=17&omr-data-carrier=8462+Harlev&BoligOmraader=17&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4581&selskab=214&afdeling=10&antalrum=2","Afd. 10 Rødlundparken","5.624 Kr."
"1605905492-1844","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8462+Harlev=17&omr-data-carrier=8462+Harlev&BoligOmraader=17&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4516&selskab=214&afdeling=10&antalrum=2","Afd. 10 Rødlundparken","5.668 Kr."
"1605905490-1843","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8462+Harlev=17&omr-data-carrier=8462+Harlev&BoligOmraader=17&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4628&selskab=214&afdeling=10&antalrum=3","Afd. 10 Rødlundparken","5.684 Kr."
"1605905487-1842","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8462+Harlev=17&omr-data-carrier=8462+Harlev&BoligOmraader=17&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4546&selskab=214&afdeling=10&antalrum=3","Afd. 10 Rødlundparken","6.180 Kr."
