web-scraper-order,web-scraper-start-url,enkelt-link,enkelt-link-href,afdeling,rent
"1605904257-1786","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=5701&selskab=214&afdeling=24&antalrum=3","Afd. 24 Skovhøj","6.310 Kr."
"1605904279-1793","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=5001&selskab=214&afdeling=15&antalrum=2","Afd. 15 Hasselengen","5.789 Kr."
"1605903883-1776","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4118&selskab=214&afdeling=26&antalrum=4","Afd. 26 Kildeagervej","10.352 Kr."
"1605903636-1768","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1107&selskab=715&afdeling=54&antalrum=2","Afd. 54 Bavnebakken","6.015 Kr."
"1605904029-1780","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4113&selskab=214&afdeling=26&antalrum=3","Afd. 26 Kildeagervej","10.160 Kr."
"1605903917-1777","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4103&selskab=214&afdeling=26&antalrum=4","Afd. 26 Kildeagervej","10.352 Kr."
"1605903992-1779","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4101&selskab=214&afdeling=26&antalrum=3","Afd. 26 Kildeagervej","9.083 Kr."
"1605903611-1760","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1003&selskab=715&afdeling=67&antalrum=3","Afd. 67 Kunneruphøj","6.844 Kr."
"1605903738-1772","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2523&selskab=698&afdeling=18&antalrum=2","Afd. 18 Fuglekærvænget","6.844 Kr."
"1605904136-1782","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8361+Hasselager%2FKolt=10&omr-data-carrier=8361+Hasselager%2FKolt&BoligOmraader=10&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4111&selskab=214&afdeling=26&antalrum=2","Afd. 26 Kildeagervej","7.556 Kr."
