"","�..web.scraper.order","web.scraper.start.url","enkelt.link","enkelt.link.href","afdeling","rent"
"11","1605881557-896","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=9","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=261&selskab=881&afdeling=4&antalrum=3","Afd. 04 Skovkanten","6.015 Kr."
"12","1605882401-1003","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1051&selskab=31&afdeling=23&antalrum=3","Afd. 23 Nydamsvej, Illerupvej, Vorregårds Allé","8.709 Kr."
"13","1605882043-959","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=5","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1661&selskab=289&afdeling=17&antalrum=4","Afd. 11 Ndr. Ringgade m.fl.","8.211 Kr."
"14","1605881779-924","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=17&selskab=328&afdeling=36&antalrum=4","Afd. 36 Ladefogedvej","7.860 Kr."
"15","1605881645-907","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=8","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=36&selskab=881&afdeling=1&antalrum=2","Afd. 01 Villabyen Skovbakken","5.685 Kr."
"16","1605881517-889","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=9","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=929&selskab=881&afdeling=10&antalrum=4","Afd. 10 Skovfaldet","6.466 Kr."
"17","1605882280-993","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=125&selskab=31&afdeling=29&antalrum=2","Afd. 29 Kalmargade","5.567 Kr."
"18","1605882232-986","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=3220&selskab=31&afdeling=62&antalrum=3","Afd. 62 Skejbyparken","6.227 Kr."
"19","1605882543-1024","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=14&selskab=31&afdeling=2&antalrum=4","Afd. 2 Haugesundsvej m.fl.","7.397 Kr."
"20","1605881584-899","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=8","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=196&selskab=881&afdeling=3&antalrum=3","Afd. 03 Nordre Bydel II","5.670 Kr."
"21","1605881940-946","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=5","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=6103&selskab=289&afdeling=57&antalrum=4","afd. 38 Bakkehusene","8.976 Kr."
"22","1605881381-865","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=11","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=7&selskab=881&afdeling=17&antalrum=4","Afd. 17 Vorrevangen I","8.057 Kr."
"23","1605882214-982","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=3737&selskab=126&afdeling=128&antalrum=2","Afd. 128 Lisbjerg Bakke","6.542 Kr."
"24","1605882237-988","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2758&selskab=31&afdeling=35&antalrum=4","Afd. 35 Skelagervej","7.088 Kr."
"25","1605882502-1012","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=53&selskab=31&afdeling=20&antalrum=2","Afd. 20 Randersvej m.fl.","5.701 Kr."
"26","1605882157-971","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=4","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1051&selskab=289&afdeling=11&antalrum=4","Afd. 09 Bildbjerg Parkvej m.fl.","8.653 Kr."
"27","1605881762-922","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=328&afdeling=37&antalrum=2","Afd. 37 Ladefogedvej","5.861 Kr."
"28","1605882345-998","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1125&selskab=31&afdeling=25&antalrum=4","Afd. 25 Reginehøjvej","6.795 Kr."
"29","1605881817-929","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=328&afdeling=35&antalrum=3","Afd. 35 Skejbytoften","6.414 Kr."
"30","1605881370-860","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=11","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=118&selskab=881&afdeling=19&antalrum=3","Afd. 19 Vorrevangsparken","4.835 Kr."
"31","1605881793-926","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=7","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=328&afdeling=36&antalrum=2","Afd. 36 Ladefogedvej","6.093 Kr."
"32","1605881459-883","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8200+Aarhus+N=02&omr-data-carrier=8200+Aarhus+N&BoligOmraader=02&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=9","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=119&selskab=881&afdeling=12&antalrum=3","Afd. 12 Riisvangen II","5.710 Kr."
