web-scraper-order,web-scraper-start-url,enkelt-link,enkelt-link-href,afdeling,rent
"1605885795-1342","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=396&selskab=182&afdeling=5&antalrum=4","Afd. 05 Tværmarksvej / Stenagervej","6.478 Kr."
"1605885474-1311","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=4","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1196&selskab=182&afdeling=19&antalrum=4","Afd. 19 Langengevej (nord)","6.713 Kr."
"1605885467-1308","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=4","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1021&selskab=715&afdeling=37&antalrum=3","Afd. 37 Vejlby Vest","6.978 Kr."
"1605885668-1330","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=492&selskab=182&afdeling=10&antalrum=4","Afd. 10 Vejlby Vænge","8.045 Kr."
"1605885498-1314","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1143&selskab=182&afdeling=18&antalrum=4","Afd. 18 Vikær Toften","8.386 Kr."
"1605885572-1322","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=646&selskab=182&afdeling=12&antalrum=4","Afd. 12 Kildehøjen","8.626 Kr."
"1605885729-1336","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=367&selskab=182&afdeling=9&antalrum=2","Afd. 09 Spangsvej m.fl.","4.603 Kr."
"1605885802-1343","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=248&selskab=182&afdeling=5&antalrum=3","Afd. 05 Tværmarksvej / Stenagervej","5.236 Kr."
"1605885737-1337","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=253&selskab=182&afdeling=8&antalrum=5","Afd. 08 Tranekærparken","8.233 Kr."
"1605885609-1325","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8240+Risskov=06&omr-data-carrier=8240+Risskov&BoligOmraader=06&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=754&selskab=182&afdeling=11&antalrum=4","Afd. 11 Vejlby Toften","8.113 Kr."
