web-scraper-order,web-scraper-start-url,enkelt-link,enkelt-link-href,afdeling,rent
"1605890347-1751","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2182&selskab=698&afdeling=11&antalrum=2","Afd. 11 Egevangen","7.488 Kr."
"1605890336-1746","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2624&selskab=698&afdeling=20&antalrum=4","Afd. 20 Solbjergparken","8.785 Kr."
"1605890331-1744","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1034&selskab=715&afdeling=29&antalrum=4","Afd. 29 Kærgårdsparken","7.277 Kr."
"1605890356-1755","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4488&selskab=214&afdeling=30&antalrum=3","Afd. 30 Pilevangen","7.195 Kr."
"1605890354-1754","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4487&selskab=214&afdeling=30&antalrum=4","Afd. 30 Pilevangen","7.450 Kr."
"1605890358-1756","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=4485&selskab=214&afdeling=30&antalrum=2","Afd. 30 Pilevangen","6.087 Kr."
"1605890338-1747","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2640&selskab=698&afdeling=20&antalrum=3","Afd. 20 Solbjergparken","8.298 Kr."
"1605890342-1749","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2176&selskab=698&afdeling=11&antalrum=4","Afd. 11 Egevangen","9.353 Kr."
"1605890345-1750","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2248&selskab=698&afdeling=11&antalrum=3","Afd. 11 Egevangen","7.927 Kr."
"1605890340-1748","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8355+Solbjerg=25&omr-data-carrier=8355+Solbjerg&BoligOmraader=25&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2628&selskab=698&afdeling=20&antalrum=3","Afd. 20 Solbjergparken","7.485 Kr."
