web-scraper-order,web-scraper-start-url,enkelt-link,enkelt-link-href,afdeling,rent
"1605884668-1220","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=214&afdeling=1&antalrum=4","Afd. 01 Hans Brogesparken","5.530 Kr."
"1605884357-1188","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=3284&selskab=214&afdeling=5&antalrum=4","Afd. 05   Toveshøj","11.173 Kr."
"1605884599-1214","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=375&selskab=214&afdeling=2&antalrum=4","Afd. 02   Søvangen","6.102 Kr."
"1605884383-1194","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2687&selskab=214&afdeling=4&antalrum=5","Afd. 04   Gellerupparken","12.716 Kr."
"1605884485-1204","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2713&selskab=214&afdeling=4&antalrum=2","Afd. 04   Gellerupparken","7.655 Kr."
"1605884654-1218","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=1","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=39&selskab=214&afdeling=1&antalrum=4","Afd. 01 Hans Brogesparken","7.458 Kr."
"1605884479-1203","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2344&selskab=214&afdeling=4&antalrum=2","Afd. 04   Gellerupparken","9.106 Kr."
"1605884445-1200","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2729&selskab=214&afdeling=4&antalrum=4","Afd. 04   Gellerupparken","10.110 Kr."
"1605884352-1186","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=3","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2850&selskab=214&afdeling=5&antalrum=4","Afd. 05   Toveshøj","9.285 Kr."
"1605884429-1198","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8220+Brabrand=04&omr-data-carrier=8220+Brabrand&BoligOmraader=04&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=&page=2","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=2255&selskab=214&afdeling=4&antalrum=4","Afd. 04   Gellerupparken","10.977 Kr."
