web-scraper-order,web-scraper-start-url,enkelt-link,enkelt-link-href,afdeling,rent
"1605889240-1691","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1029&selskab=715&afdeling=42&antalrum=4","Afd. 42 Egelundsparken","7.292 Kr."
"1605889244-1693","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1134&selskab=715&afdeling=42&antalrum=3","Afd. 42 Egelundsparken","6.445 Kr."
"1605889247-1694","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1020&selskab=715&afdeling=42&antalrum=3","Afd. 42 Egelundsparken","6.128 Kr."
"1605889235-1689","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=59&selskab=1013&afdeling=34&antalrum=3","Afd. 34 Engdalgårdsvej","5.411 Kr."
"1605889233-1688","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=74&selskab=1013&afdeling=34&antalrum=4","Afd. 34 Engdalgårdsvej","6.749 Kr."
"1605889253-1697","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1140&selskab=715&afdeling=36&antalrum=5","Afd. 36 Byagerparken","11.448 Kr."
"1605889258-1699","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1115&selskab=715&afdeling=36&antalrum=4","Afd. 36 Byagerparken","9.085 Kr."
"1605889237-1690","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1022&selskab=715&afdeling=42&antalrum=5","Afd. 42 Egelundsparken","8.206 Kr."
"1605889249-1695","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=1021&selskab=715&afdeling=42&antalrum=3","Afd. 42 Egelundsparken","6.157 Kr."
"1605889231-1687","https://aarhusbolig.dk/Soeg-bolig?Fritekst=&8330+Beder=27&omr-data-carrier=8330+Beder&BoligOmraader=27&org-data-carrier=&Selskaber=&G%C3%A5rdhavehus=7&Lejlighed=1&R%C3%A6kkehus=2&bolig-data-carrier=G%C3%A5rdhavehus%2CLejlighed%2CR%C3%A6kkehus&BoligTyper=7%2C1%2C2&FloorWish.Min=&FloorWish.Max=&min-data-carrier=&HuslejeMin=&max-data-carrier=&HuslejeMax=&antv-data-carrier=&AntalVaerelser=&antvmax-data-carrier=&AntalVaerelserMax=&div-data-carrier=&BoligArealMin=65&BoligArealMax=200&orderby=&sort=","Se bolig","https://aarhusbolig.dk/afdelinger/?bolignr=37&selskab=1013&afdeling=34&antalrum=4","Afd. 34 Engdalgårdsvej","6.844 Kr."
